Year	WYMon	Basin	ppt_mm	pet_mm	tmx_C	tmn_C	tav_C	snw_mm	mlt_mm	sbl_mm	pck_mm	exc_mm	aet_mm	rch_mm	cwd_mm	run_mm	str_mm	rch_acft	run_acft	Basin_area_m^2
2004	8	6	8	83.47	12.87	-1.24	5.81	2.69	626.42	14.89	90.4	0	83.47	46.5	0	501.76	27.59	2.7	29.7	72900
2004	9	6	0.88	147.5	14.83	3.94	9.38	0	67.13	23.27	0	0	93.02	0	54.48	0	2.58	0	0	72900
2004	10	6	12.96	149.3	17.77	7.73	12.75	0	0	0	0	0	12.96	0	136.34	0	2.58	0	0	72900
2004	11	6	1.38	131.6	17.73	7.06	12.39	0	0	0	0	0	1.38	0	130.22	0	2.58	0	0	72900
2004	12	6	5.12	94.02	14.06	2.75	8.41	0.34	0	0.34	0	0	4.78	0	89.24	0	2.58	0	0	72900
2005	1	6	304.77	27.59	6.9	-1.38	2.76	179.62	172.04	7.58	0	277.18	0	46.5	0	225.68	27.59	2.7	13.3	72900
2005	2	6	63.09	3.37	4.41	-5.89	-0.74	57.52	0	4.41	53.11	59.72	0	5.57	0	0	27.59	0.3	0	72900
2005	3	6	169.42	1.55	4.05	-6.95	-1.45	160.95	0	4.17	209.89	167.86	0	8.47	0	0	27.59	0.5	0	72900
2005	4	6	444.12	0	0.35	-7.69	-3.67	444.12	0	3.97	650.04	444.12	0	0	0	0	27.59	0	0	72900
2005	5	6	177.58	0	1.28	-7.82	-3.27	177.58	0	3.97	823.65	177.58	0	0	0	0	27.59	0	0	72900
2005	6	6	348.3	0.64	3.6	-6.57	-1.49	344.88	0	4.05	1164.47	347.66	0	3.42	0	0	27.59	0.2	0	72900
2005	7	6	90.44	11.19	5.04	-6.25	-0.6	78.1	0	5.43	1237.14	79.25	0	12.34	0	0	27.59	0.7	0	72900
2005	8	6	119.68	70.7	10.64	-1.55	4.54	49.58	489.61	13.22	783.89	48.98	70.7	46.5	0	442.51	27.59	2.7	26.2	72900
2005	9	6	1.51	102.26	11.08	1.11	6.09	0.36	766.9	17.35	0	0	102.26	45	0	620.79	27.59	2.7	36.7	72900
2005	10	6	4.05	156.5	19.47	10.4	14.93	0	0	0	0	0	29.06	0	127.44	0	2.58	0	0	72900
2005	11	6	16.31	134.8	18.16	8.77	13.46	0	0	0	0	0	16.31	0	118.49	0	2.58	0	0	72900
2005	12	6	22.91	73.82	11.75	1.11	6.43	5.15	0	5.15	0	0	17.77	0	56.05	0	2.58	0	0	72900
2006	1	6	24.14	39.52	9.13	-0.9	4.12	10.59	1.45	9.14	0	0	15	0	24.51	0	2.58	0	0	72900
2006	2	6	38.3	19.89	8.74	-2.88	2.93	21.03	14.46	6.57	0	18.41	0	6.72	0	0	27.59	0.4	0	72900
2006	3	6	349.14	2.47	4.14	-4.37	-0.12	322.88	0	4.29	318.59	346.67	0	26.26	0	0	27.59	1.6	0	72900
2006	4	6	372.52	0	2.08	-8.21	-3.07	372.52	0	3.97	687.14	372.52	0	0	0	0	27.59	0	0	72900
2006	5	6	230.65	0	3.46	-8.95	-2.74	230.65	0	3.97	913.82	230.65	0	0	0	0	27.59	0	0	72900
2006	6	6	387.63	0	-1.77	-11.22	-6.5	387.63	0	3.97	1297.48	387.63	0	0	0	0	27.59	0	0	72900
2006	7	6	351.6	2.05	3.73	-5.38	-0.82	342.72	0	4.24	1635.97	349.55	0	8.88	0	0	27.59	0.5	0	72900
2006	8	6	31.01	88.22	13.01	-0.68	6.17	9.47	664.12	15.52	965.8	0	88.22	46.5	0	550.94	27.59	2.7	32.6	72900
2006	9	6	1.65	149.5	15.69	4.12	9.9	0	942.26	23.54	0	0	149.5	45	0	749.41	27.59	2.7	44.3	72900
2006	10	6	37.21	154.9	19.13	9.71	14.42	0	0	0	0	0	62.22	0	92.68	0	2.58	0	0	72900
2006	11	6	4.53	128.8	17.02	5.9	11.46	0	0	0	0	0	4.53	0	124.27	0	2.58	0	0	72900
2006	12	6	8.38	101	14.51	3.38	8.95	0.09	0	0.09	0	0	8.29	0	92.71	0	2.58	0	0	72900
2007	1	6	38.73	32.85	8.26	-1.65	3.3	20.13	11.86	8.27	0	5.88	0	5.45	0	0	27.59	0.3	0	72900
2007	2	6	40.44	14.61	7.75	-4.47	1.64	26.38	20.5	5.88	0	25.83	0	34.56	0	0	27.59	2	0	72900
2007	3	6	151.51	0.02	3.51	-8.45	-2.47	151.38	0	3.97	147.41	151.49	0	0.13	0	0	27.59	0	0	72900
2007	4	6	67.12	0	1.33	-10.2	-4.43	67.12	0	3.97	210.56	67.12	0	0	0	0	27.59	0	0	72900
2007	5	6	278.42	0	1.28	-8.49	-3.6	278.42	0	3.97	485.01	278.42	0	0	0	0	27.59	0	0	72900
2007	6	6	70.99	20.72	7.23	-5.64	0.8	50.42	0	6.68	528.75	50.27	0	20.57	0	0	27.59	1.2	0	72900
2007	7	6	81.91	26.85	7.07	-4.67	1.2	57	88.2	7.48	490.07	55.06	0	45	0	68.11	27.59	2.7	4	72900
2007	8	6	7.19	91.9	13.52	-0.48	6.52	2.04	476.12	16	0	0	91.9	46.5	0	342.86	27.59	2.7	20.3	72900
2007	9	6	0	146.3	14.34	3.78	9.06	0	0	0	0	0	25.01	0	121.29	0	2.58	0	0	72900
2007	10	6	0	150.4	18.18	7.94	13.06	0	0	0	0	0	0	0	150.4	0	2.58	0	0	72900
2007	11	6	8.56	134.1	18.59	7.82	13.21	0	0	0	0	0	8.56	0	125.54	0	2.58	0	0	72900
2007	12	6	30.13	86.56	12.12	2.41	7.26	3.38	0	3.38	0	0	26.75	0	59.8	0	2.58	0	0	72900
2008	1	6	24.77	34.45	8.64	-1.64	3.5	12.38	3.91	8.48	0	0	16.3	0	18.15	0	2.58	0	0	72900
2008	2	6	20.21	22.62	10.02	-2.95	3.53	10.05	3.12	6.93	0	0	13.29	0	9.33	0	2.58	0	0	72900
2008	3	6	190.23	0	1.61	-9.92	-4.16	190.23	0	3.97	186.26	190.23	0	0	0	0	2.58	0	0	72900
2008	4	6	431.15	0	0.98	-9.48	-4.25	431.15	0	3.97	613.44	431.15	0	0	0	0	2.58	0	0	72900
2008	5	6	330.48	0	2.64	-9.14	-3.25	330.48	0	3.97	939.95	330.48	0	0	0	0	2.58	0	0	72900
2008	6	6	45.86	8.56	5.09	-7.2	-1.06	39.93	0	5.09	974.79	37.3	0	0	0	0	8.51	0	0	72900
2008	7	6	0.33	26.18	7.36	-5.51	0.93	0.23	0	7.39	967.63	0	0	0	0	0	8.61	0	0	72900
2008	8	6	32.59	78.05	11.28	-0.99	5.14	11.93	554.25	14.18	411.13	0	78.05	46.5	0	431.37	27.59	2.7	25.5	72900
2008	9	6	0	148.1	15.53	3.52	9.53	0	387.78	23.35	0	0	148.1	45	0	194.68	27.59	2.7	11.5	72900
2008	10	6	44.53	150.9	17.82	8.64	13.23	0	0	0	0	0	69.54	0	81.36	0	2.58	0	0	72900
2008	11	6	0.33	134.6	18.52	8.28	13.4	0	0	0	0	0	0.33	0	134.27	0	2.58	0	0	72900
2008	12	6	12.18	105.2	15.35	4.85	10.1	0	0	0	0	0	12.18	0	93.02	0	2.58	0	0	72900
2009	1	6	57.62	48.76	10.56	-0.01	5.28	19.13	8.78	10.35	0	8.86	47.28	0	1.48	0	2.58	0	0	72900
2009	2	6	126.2	19.42	8.52	-2.83	2.84	70.38	63.87	6.51	0	106.78	0	45	0	49.68	27.59	2.7	2.9	72900
2009	3	6	182.44	0	2.64	-7.56	-2.46	182.44	0	3.97	178.47	182.44	0	0	0	0	27.59	0	0	72900
2009	4	6	172.21	9.4	6.79	-6.12	0.33	128.32	0	5.2	301.6	162.81	0	43.89	0	0	27.59	2.6	0	72900
2009	5	6	310.5	0	1.29	-10.95	-4.83	310.5	0	3.97	608.13	310.5	0	0	0	0	27.59	0	0	72900
2009	6	6	107.9	2.88	4.1	-8.87	-2.38	102.91	0	4.34	706.69	105.02	0	4.99	0	0	27.59	0.3	0	72900
2009	7	6	48.71	18.02	6.32	-6.73	-0.21	38.18	0	6.33	738.55	30.69	0	10.52	0	0	27.59	0.6	0	72900
2009	8	6	51.71	114.44	15.46	1.31	8.38	8	727.61	18.95	0	0	114.44	46.5	0	610.37	27.59	2.7	36.1	72900
2009	9	6	33.87	104.4	11.1	1.28	6.19	7.66	0	7.66	0	0	51.23	0	53.18	0	2.58	0	0	72900
2009	10	6	0.93	151.8	19.13	7.87	13.5	0	0	0	0	0	0.93	0	150.87	0	2.58	0	0	72900
2009	11	6	13.79	130.1	17.35	6.43	11.89	0	0	0	0	0	13.79	0	116.31	0	2.58	0	0	72900
2009	12	6	0.57	107.1	16.34	5.23	10.79	0	0	0	0	0	0.57	0	106.53	0	2.58	0	0	72900
2010	1	6	273.24	26.74	7.63	-2.64	2.5	163.36	155.89	7.47	0	246.5	0	46.5	0	194.26	27.59	2.7	11.5	72900
2010	2	6	12.85	15.69	8.29	-4.62	1.83	8.08	2.06	6.02	0	0	0	6.83	0	0	27.59	0.4	0	72900
2010	3	6	248.61	0	1.89	-8.84	-3.48	248.61	0	3.97	244.64	248.61	0	0	0	0	27.59	0	0	72900
2010	4	6	296	0	2.09	-8.08	-3	296	0	3.97	536.67	296	0	0	0	0	27.59	0	0	72900
2010	5	6	274.19	0	0.49	-8.42	-3.96	274.19	0	3.97	806.89	274.19	0	0	0	0	27.59	0	0	72900
2010	6	6	165.54	0.9	3.67	-8.97	-2.65	163.31	0	4.08	966.12	164.64	0	2.23	0	0	27.59	0.1	0	72900
2010	7	6	305.19	0	3.27	-8.87	-2.8	305.19	0	3.97	1267.34	305.19	0	0	0	0	27.59	0	0	72900
2010	8	6	50.77	34.44	7.48	-5.6	0.94	35.32	0	8.48	1294.19	16.33	0	15.45	0	0	27.59	0.9	0	72900
2010	9	6	0	128.94	13.74	2.28	8.01	0	1015.35	20.84	257.99	0	128.94	45	0	841.41	27.59	2.7	49.7	72900
2010	10	6	10.89	153.1	18.68	6.98	12.83	0	233.98	24.01	0	0	153.1	46.5	0	45.27	27.59	2.7	2.7	72900
2010	11	6	0.07	133.3	17.59	5.76	11.68	0	0	0	0	0	25.08	0	108.22	0	2.58	0	0	72900
2010	12	6	0.31	99.72	15.71	2.78	9.25	0.02	0	0.02	0	0	0.3	0	99.42	0	2.58	0	0	72900
2011	1	6	126.55	52.07	8.24	1.34	4.79	39.62	28.83	10.78	0	74.48	52.07	38.68	0	0	27.59	2.3	0	72900
2011	2	6	210.47	2.79	4.24	-6.82	-1.29	196.39	0	4.33	192.06	207.68	0	14.08	0	0	27.59	0.8	0	72900
2011	3	6	823.21	0	1.86	-6.78	-2.46	823.21	0	3.97	1011.3	823.21	0	0	0	0	27.59	0	0	72900
2011	4	6	87.68	3.27	4.56	-8.16	-1.8	80.37	0	4.39	1087.28	84.41	0	7.31	0	0	27.59	0.4	0	72900
2011	5	6	153.73	0	0.99	-11.76	-5.38	153.73	0	3.97	1237.04	153.73	0	0	0	0	27.59	0	0	72900
2011	6	6	350.04	0	2.28	-9.5	-3.61	350.04	0	3.97	1583.11	350.04	0	0	0	0	27.59	0	0	72900
2011	7	6	54.23	16.37	5.8	-6.55	-0.38	44.13	0	6.11	1621.13	37.86	0	10.1	0	0	27.59	0.6	0	72900
2011	8	6	89.84	30.23	6.63	-5.03	0.8	65.72	0	7.92	1678.93	59.61	0	24.12	0	0	27.59	1.4	0	72900
2011	9	6	37.84	110.4	13.18	0.87	7.02	8.08	890.49	18.42	778.1	0	110.4	45	0	764.84	27.59	2.7	45.2	72900
2011	10	6	47.83	151	18.13	6.31	12.22	0	754.37	23.73	0	0	151	46.5	0	604.7	27.59	2.7	35.7	72900
2011	11	6	11.42	138.7	19.62	7.21	13.42	0	0	0	0	0	36.43	0	102.27	0	2.58	0	0	72900
2011	12	6	40.94	112.2	17.2	6.2	11.7	0	0	0	0	0	40.94	0	71.26	0	2.58	0	0	72900
2012	1	6	88.47	64.08	12.18	1.29	6.73	17.95	5.6	12.36	0	24.39	64.08	0	0	0	14.61	0	0	72900
2012	2	6	59.62	7.25	5.39	-5.97	-0.29	49.7	0	4.92	44.78	52.37	0	0	0	0	24.53	0	0	72900
2012	3	6	0.04	0	2.93	-7.36	-2.21	0.04	0	3.97	40.85	0.04	0	0	0	0	24.53	0	0	72900
2012	4	6	176.74	8.89	6.01	-5.96	0.02	139.68	0	5.13	175.4	167.85	0	34	0	0	27.59	2	0	72900
2012	5	6	46.39	0	2.89	-9.08	-3.09	46.39	0	3.97	217.82	46.39	0	0	0	0	27.59	0	0	72900
2012	6	6	146.43	5.55	4.59	-8.89	-2.15	134.59	0	4.69	347.72	140.88	0	11.84	0	0	27.59	0.7	0	72900
2012	7	6	153.69	27.58	7.44	-5.76	0.84	107.82	0	7.58	447.96	126.11	0	45	0	0.87	27.59	2.7	0.1	72900
2012	8	6	1.78	92.52	12.8	-0.76	6.02	0.56	432.44	16.08	0	0	92.52	46.5	0	294.64	27.59	2.7	17.4	72900
2012	9	6	1.7	139.7	16.39	2.54	9.46	0.12	0	0.12	0	0	26.6	0	113.1	0	2.58	0	0	72900
2012	10	6	0.3	153	19.18	6.41	12.79	0	0	0	0	0	0.3	0	152.7	0	2.58	0	0	72900
2012	11	6	5.8	145.5	21.89	9.52	15.71	0	0	0	0	0	5.8	0	139.7	0	2.58	0	0	72900
2012	12	6	0.32	114.7	18.63	6.65	12.64	0	0	0	0	0	0.32	0	114.38	0	2.58	0	0	72900
2013	1	6	23.25	60.62	11.57	1	6.29	5.5	0	5.5	0	0	17.76	0	42.86	0	2.58	0	0	72900
2013	2	6	90.15	16.11	7	-3.3	1.85	59.52	53.44	6.08	0	74.04	0	45	0	14.06	27.59	2.7	0.8	72900
2013	3	6	294.07	0	0.32	-9.59	-4.63	294.07	0	3.97	290.1	294.07	0	0	0	0	27.59	0	0	72900
2013	4	6	50.95	0	1.07	-11.32	-5.12	50.95	0	3.97	337.08	50.95	0	0	0	0	27.59	0	0	72900
2013	5	6	23.52	0	1.65	-10.98	-4.67	23.52	0	3.97	356.63	23.52	0	0	0	0	27.59	0	0	72900
2013	6	6	34.83	18.76	6.72	-6.34	0.19	26.24	0	6.42	376.45	16.07	0	8.59	0	0	27.59	0.5	0	72900
2013	7	6	28.72	38.53	8.89	-4.68	2.11	17.31	154.72	9.01	230.03	0	0	45	0	121.12	27.59	2.7	7.2	72900
2013	8	6	22.05	84.84	11.25	-0.78	5.24	7.84	222.8	15.07	0	0	84.84	46.5	0	105.66	27.59	2.7	6.2	72900
2013	9	6	0.31	156.5	17.75	4.51	11.13	0	0	0	0	0	25.32	0	131.18	0	2.58	0	0	72900
2013	10	6	16.01	159.9	21.13	8.55	14.84	0	0	0	0	0	16.01	0	143.89	0	2.58	0	0	72900
2013	11	6	7.27	137.1	19.34	6.43	12.88	0	0	0	0	0	7.27	0	129.83	0	2.58	0	0	72900
2013	12	6	7.73	107.5	16.1	3.74	9.92	0	0	0	0	0	7.73	0	99.77	0	2.58	0	0	72900
2014	1	6	31.65	40.31	9.91	-1.84	4.04	14.38	5.14	9.24	0	0	22.41	0	17.9	0	2.58	0	0	72900
2014	2	6	19.74	15.48	7.05	-3.75	1.65	13.25	7.26	5.99	0	4.26	0	0	0	0	16.33	0	0	72900
2014	3	6	29.39	5.44	5.17	-6.47	-0.65	25.17	0	4.68	20.49	23.95	0	0	0	0	20.55	0	0	72900
2014	4	6	28.24	16.72	7.91	-4.12	1.9	17.89	23.5	6.16	8.72	11.52	0	26.81	0	0	27.59	1.6	0	72900
1976	1	7	133.35	42.88	12.27	-1.29	5.49	47.11	37.53	9.58	0	90.47	42.88	0	0	0	127.55	0	0	72900
1976	2	7	60.54	13.58	7.74	-4.5	1.62	39.57	33.82	5.74	0	46.96	0	31.47	0	0	150.88	1.9	0	72900
1976	3	7	15.79	5.88	5.96	-6.75	-0.4	12.73	0	4.74	8	9.91	0	3.06	0	0	150.88	0.2	0	72900
1976	4	7	3.09	8.43	6.81	-6.78	0.01	2.34	0	5.07	5.27	0	0	0.75	0	0	150.88	0	0	72900
1976	5	7	127.59	7.83	6	-7.25	-0.62	103.52	0	4.99	103.79	119.76	0	24.07	0	0	150.88	1.4	0	72900
1976	6	7	126.34	10.59	5.91	-7.49	-0.79	103.62	0	5.35	202.05	115.75	0	22.72	0	0	150.88	1.3	0	72900
1976	7	7	71.68	25.78	7.58	-4.97	1.31	48.38	95.92	7.34	147.17	45.9	0	45	0	74.22	150.88	2.7	4.4	72900
1976	8	7	9.37	125.49	16.2	1.94	9.07	1.03	127.8	20.39	0	0	125.49	10.66	0	0	150.88	0.6	0	72900
1976	9	7	3.22	146.9	18.72	3.85	11.29	0	0	0	0	0	115.22	0	31.68	0	38.88	0	0	72900
1976	10	7	15.54	157.6	23.16	7.67	15.41	0	0	0	0	0	15.54	0	142.06	0	38.88	0	0	72900
1976	11	7	16.43	118.3	18.7	4.35	11.52	0	0	0	0	0	16.43	0	101.87	0	38.88	0	0	72900
1976	12	7	198.22	104.1	17.74	4.95	11.34	0	0	0	0	94.12	104.1	0	0	0	133	0	0	72900
1977	1	7	32.38	54.68	14.03	-0.01	7.01	8.1	0	8.1	0	0	54.68	0	0	0	102.61	0	0	72900
1977	2	7	18.04	27.68	10.98	-1.91	4.54	7.57	0	7.57	0	0	27.68	0	0	0	85.4	0	0	72900
1977	3	7	21.57	9.65	7.42	-6.03	0.69	15.28	10.05	5.23	0	11.92	0	0	0	0	101.74	0	0	72900
1977	4	7	67.67	0.45	3.69	-8.29	-2.3	66.6	0	4.03	62.57	67.22	0	0	0	0	102.81	0	0	72900
1977	5	7	61.72	17.95	8.79	-5.68	1.55	39.16	29.37	6.32	66.04	43.77	0	3.87	0	0	150.88	0.2	0	72900
1977	6	7	44.68	2.7	4.16	-8.44	-2.14	42.34	0	4.32	104.06	41.98	0	2.34	0	0	150.88	0.1	0	72900
1977	7	7	8.04	65.13	12.45	-1.91	5.27	3.03	94.6	12.49	0	0	65.13	34.48	0	0	150.88	2	0	72900
1977	8	7	93.69	42.21	7.92	-2.05	2.94	52.15	42.66	9.49	0	51.48	0	46.5	0	37.7	150.88	2.7	2.2	72900
1977	9	7	19.41	162.7	20.87	6.19	13.53	0	0	0	0	0	131.41	0	31.29	0	38.88	0	0	72900
1977	10	7	4.01	157.1	23.67	7	15.34	0	0	0	0	0	4.01	0	153.09	0	38.88	0	0	72900
1977	11	7	20.07	143.3	23.21	8.27	15.74	0	0	0	0	0	20.07	0	123.23	0	38.88	0	0	72900
1977	12	7	2.02	100.16	18.48	3.27	10.88	0.03	0	0.03	0	0	1.99	0	98.17	0	38.88	0	0	72900
1978	1	7	30.04	65.43	15.56	1.09	8.33	5	0	5	0	0	25.04	0	40.39	0	38.88	0	0	72900
1978	2	7	37.79	22.29	9.45	-2.48	3.48	18.94	12.06	6.89	0	15.5	0	0	0	0	69.78	0	0	72900
1978	3	7	399.3	11.08	6.67	-3.43	1.62	273.98	33.88	5.42	234.68	388.22	0	46.5	0	31.61	150.88	2.7	1.9	72900
1978	4	7	375.28	0	2.56	-6.54	-1.99	375.28	0	3.97	605.99	375.28	0	0	0	0	150.88	0	0	72900
1978	5	7	423.04	0	2.96	-7.14	-2.09	423.04	0	3.97	1025.06	423.04	0	0	0	0	150.88	0	0	72900
1978	6	7	349.63	13.97	5.74	-4.78	0.48	275.18	0	5.8	1294.45	335.66	0	46.5	0	27.95	150.88	2.7	1.7	72900
1978	7	7	200.5	23.62	6.57	-3.8	1.39	141.14	101.8	7.06	1326.74	176.88	0	45	0	116.15	150.88	2.7	6.9	72900
1978	8	7	8.03	86.18	13.56	-0.67	6.45	2.35	694.29	15.25	619.56	0	86.18	46.5	0	567.29	150.88	2.7	33.5	72900
1978	9	7	0.97	147.55	19.49	3.43	11.46	0	596.28	23.28	0	0	147.55	45	0	404.69	150.88	2.7	23.9	72900
1978	10	7	11.13	152.2	23.18	5.99	14.59	0	0	0	0	0	123.13	0	29.07	0	38.88	0	0	72900
1978	11	7	4.29	138	22.85	6.8	14.83	0	0	0	0	0	4.29	0	133.71	0	38.88	0	0	72900
1978	12	7	191.59	94.88	16.77	3.19	9.98	4.37	0	4.37	0	96.71	94.88	0	0	0	131.21	0	0	72900
1979	1	7	3.52	73.18	17.31	1.61	9.46	0.42	0	0.42	0	0	73.18	0	0	0	61.12	0	0	72900
1979	2	7	68.16	6.26	5.81	-6.48	-0.34	55.35	0	4.79	50.56	61.9	0	0	0	0	73.93	0	0	72900
1979	3	7	148.12	0	1.92	-10.15	-4.12	148.12	0	3.97	194.71	148.12	0	0	0	0	73.93	0	0	72900
1979	4	7	173.49	0	1.3	-10.26	-4.48	173.49	0	3.97	364.23	173.49	0	0	0	0	73.93	0	0	72900
1979	5	7	246.37	0	2.45	-8.94	-3.24	246.37	0	3.97	606.63	246.37	0	0	0	0	73.93	0	0	72900
1979	6	7	218.08	7.15	4.8	-6.06	-0.63	191.97	0	4.9	793.7	210.93	0	0	0	0	100.04	0	0	72900
1979	7	7	17.5	35.31	8.91	-4.25	2.33	10.31	171.26	8.59	624.16	0	0	45	0	82.61	150.88	2.7	4.9	72900
1979	8	7	27.12	119.25	15.04	1.84	8.44	3.41	607.99	19.58	0	0	119.25	46.5	0	465.96	150.88	2.7	27.5	72900
1979	9	7	0.74	153.5	20.39	4.03	12.21	0	0	0	0	0	112.74	0	40.76	0	38.88	0	0	72900
1979	10	7	8.5	155.8	23.33	6.93	15.13	0	0	0	0	0	8.5	0	147.3	0	38.88	0	0	72900
1979	11	7	8.4	126.5	20.93	4.79	12.86	0	0	0	0	0	8.4	0	118.1	0	38.88	0	0	72900
1979	12	7	23.52	112.2	22.33	3.57	12.95	0	0	0	0	0	23.52	0	88.68	0	38.88	0	0	72900
1980	1	7	90.7	51	14.86	-1.2	6.83	26.54	15.9	10.64	0	39.7	51	0	0	0	67.94	0	0	72900
1980	2	7	70.47	11.34	6.89	-4.47	1.21	49.44	43.99	5.45	0	59.13	0	0	0	0	132.96	0	0	72900
1980	3	7	160.34	8.11	6.21	-4.85	0.68	121.05	14.22	5.03	101.8	152.23	0	35.59	0	0	150.88	2.1	0	72900
1980	4	7	738.07	2.36	4.23	-5.8	-0.78	684.35	0	4.28	781.88	735.71	0	46.5	0	7.22	150.88	2.7	0.4	72900
1980	5	7	548.15	9.56	5.89	-5.29	0.3	430.97	5.67	5.22	1201.96	538.59	0	42	0	80.85	150.88	2.5	4.8	72900
1980	6	7	182.1	1.79	3.84	-6.71	-1.44	176.23	0	4.2	1373.99	180.31	0	5.87	0	0	150.88	0.3	0	72900
1980	7	7	59.18	44.6	10.11	-3.54	3.28	30.52	241.45	9.8	1153.26	14.58	0	45	0	225.11	150.88	2.7	13.3	72900
1980	8	7	55.23	63.37	10.22	-1.18	4.52	22.67	486.92	12.26	676.75	0	63.37	46.5	0	409.61	150.88	2.7	24.2	72900
1980	9	7	1.32	121.38	16.8	2.15	9.47	0.12	657.02	19.86	0	0	121.38	45	0	491.83	150.88	2.7	29.1	72900
1980	10	7	5.06	156.3	23.38	7.06	15.22	0	0	0	0	0	117.06	0	39.24	0	38.88	0	0	72900
1980	11	7	0.99	132.9	22.02	5.86	13.94	0	0	0	0	0	0.99	0	131.91	0	38.88	0	0	72900
1980	12	7	1.31	98.38	19.47	2.75	11.11	0.06	0	0.06	0	0	1.25	0	97.13	0	38.88	0	0	72900
1981	1	7	25.39	58.61	15.53	-0.07	7.73	5.81	0	5.81	0	0	19.58	0	39.03	0	38.88	0	0	72900
1981	2	7	11.97	22.1	10.7	-3.83	3.43	6.04	0	6.04	0	0	0	0	0	0	44.81	0	0	72900
1981	3	7	134.03	10.51	7.27	-5	1.13	92.85	23.74	5.34	63.77	123.52	0	0	0	0	109.73	0	0	72900
1981	4	7	263.37	5.85	5.44	-5.84	-0.2	218.07	0	4.73	277.11	257.52	0	4.15	0	0	150.88	0.2	0	72900
1981	5	7	56.49	11.31	7.07	-6.85	0.11	42	2.08	5.45	311.59	45.18	0	16.57	0	0	150.88	1	0	72900
1981	6	7	241.72	10.23	5.31	-5.68	-0.19	201.91	0	5.31	508.19	231.49	0	39.81	0	0	150.88	2.4	0	72900
1981	7	7	54.11	61.47	11.8	-2	4.9	21.57	360.15	12.01	157.59	0	61.47	45	0	286.23	150.88	2.7	16.9	72900
1981	8	7	53.59	101.78	13.9	0.77	7.33	11.14	151.44	17.29	0	0	101.78	46.5	0	45.61	150.88	2.7	2.7	72900
1981	9	7	0	169.3	22.16	6.82	14.49	0	0	0	0	0	112	0	57.3	0	38.88	0	0	72900
1981	10	7	1	159.1	24.26	7.04	15.65	0	0	0	0	0	1	0	158.1	0	38.88	0	0	72900
1981	11	7	8	147.4	25	7.96	16.48	0	0	0	0	0	8	0	139.4	0	38.88	0	0	72900
1981	12	7	2.33	111.5	20.64	4.98	12.81	0	0	0	0	0	2.33	0	109.17	0	38.88	0	0	72900
1982	1	7	88.85	33.65	10.8	-2.37	4.21	39.6	31.23	8.37	0	55.2	33.65	0	0	0	85.71	0	0	72900
1982	2	7	162.2	16.29	7.84	-3.16	2.34	98.2	92.1	6.1	0	145.91	0	45	0	45.93	150.88	2.7	2.7	72900
1982	3	7	116.62	7.52	6.07	-5.07	0.5	89.72	10.46	4.95	74.31	109.1	0	37.36	0	0	150.88	2.2	0	72900
1982	4	7	361.13	0	1.93	-10.39	-4.23	361.13	0	3.97	431.47	361.13	0	0	0	0	150.88	0	0	72900
1982	5	7	118.82	10.36	6.74	-6.86	-0.06	90.51	0	5.32	516.66	108.46	0	28.31	0	0	150.88	1.7	0	72900
1982	6	7	425.95	2.75	3.97	-5.92	-0.97	405.71	0	4.33	918.04	423.2	0	20.24	0	0	150.88	1.2	0	72900
1982	7	7	368.65	29.89	7.67	-3.91	1.88	235.9	138.18	7.88	1007.88	338.76	0	45	0	225.93	150.88	2.7	13.4	72900
1982	8	7	16.72	103.86	14.57	0.66	7.62	3.41	820.33	17.56	173.41	0	103.86	46.5	0	683.28	150.88	2.7	40.4	72900
1982	9	7	39.25	139.1	16.64	3.78	10.21	0	151.23	22.18	0	0	139.1	45	0	6.38	150.88	2.7	0.4	72900
1982	10	7	11	149.2	21.3	6.95	14.12	0	0	0	0	0	123	0	26.2	0	38.88	0	0	72900
1982	11	7	24.91	138	22.63	7	14.81	0	0	0	0	0	24.91	0	113.09	0	38.88	0	0	72900
1982	12	7	172.67	100.1	17.09	4.03	10.56	0	0	0	0	72.57	100.1	0	0	0	111.45	0	0	72900
1983	1	7	157.85	44.6	12.02	-0.76	5.63	52.62	42.81	9.81	0	113.25	44.6	46.5	0	17.51	150.88	2.7	1	72900
1983	2	7	298.19	6.41	5.48	-5.24	0.12	243.11	5.13	4.81	233.18	291.78	0	45	0	15.21	150.88	2.7	0.9	72900
1983	3	7	327.79	0	3.36	-7.74	-2.19	327.79	0	3.97	557	327.79	0	0	0	0	150.88	0	0	72900
1983	4	7	331.64	1.88	4.21	-7.27	-1.53	311.13	0	4.21	863.92	329.76	0	20.51	0	0	150.88	1.2	0	72900
1983	5	7	334.94	3.63	4.35	-5.43	-0.54	305.83	0	4.44	1165.31	331.31	0	29.11	0	0	150.88	1.7	0	72900
1983	6	7	430.96	6.68	4.52	-4.94	-0.21	384.49	0	4.84	1544.96	424.28	0	46.47	0	0	150.88	2.7	0	72900
1983	7	7	146.64	12.43	5.38	-5.33	0.02	120.9	0	5.59	1660.27	134.21	0	25.74	0	0	150.88	1.5	0	72900
1983	8	7	39.33	76.81	12.93	-1.41	5.76	13.47	620.5	14.02	1039.22	0	76.81	46.5	0	523.05	150.88	2.7	30.9	72900
1983	9	7	1.49	133.88	17.75	2.87	10.31	0.06	1017.79	21.49	0	0	133.88	45	0	840.34	150.88	2.7	49.7	72900
