Year	WYMon	Basin	ppt_mm	pet_mm	tmx_C	tmn_C	tav_C	snw_mm	mlt_mm	sbl_mm	pck_mm	exc_mm	aet_mm	rch_mm	cwd_mm	run_mm	str_mm	rch_acft	run_acft	Basin_area_m^2
1993	11	0	0.89	154.4	27.97	9.86	18.91	0	0	0	0	0	0.89	0	153.51	0	38.88	0	0	72900
1993	12	0	0	126	26.31	7.18	16.74	0	0	0	0	0	0	0	126	0	38.88	0	0	72900
1994	1	0	20.58	91.1	19.88	4.18	12.03	0	0	0	0	0	20.58	0	70.52	0	38.88	0	0	72900
1994	2	0	85.73	32.2	11.98	-1.03	5.48	29.85	21.67	8.18	0	53.53	32.2	0	0	0	84.23	0	0	72900
1994	3	0	73.27	8.66	6.49	-4.63	0.93	53.57	19.45	5.1	29.02	64.61	0	0	0	0	123.38	0	0	72900
1994	4	0	47.92	19.31	9.56	-3.37	3.1	25.46	38.38	6.49	9.61	28.61	0	33.34	0	0	150.88	2	0	72900
1994	5	0	233.52	11.09	6.69	-5.39	0.65	171.85	12.28	5.42	163.77	222.43	0	42	0	31.94	150.88	2.5	1.9	72900
1994	6	0	37.15	66.5	12.72	0.13	6.43	9.94	161.04	12.67	0	0	66.5	46.5	0	75.25	150.88	2.7	4.4	72900
1994	7	0	88.43	96.04	14.83	1.37	8.1	13.99	0	13.99	0	0	96.04	0	0	0	129.27	0	0	72900
1994	8	0	46.77	146.8	18.18	4.75	11.46	0	0	0	0	0	137.16	0	9.64	0	38.88	0	0	72900
1994	9	0	0	176.6	26.19	8.87	17.53	0	0	0	0	0	0	0	176.6	0	38.88	0	0	72900
1994	10	0	5.55	185.4	30.39	12.48	21.44	0	0	0	0	0	5.55	0	179.85	0	38.88	0	0	72900
1994	11	0	0.75	165.7	30.1	11.92	21.01	0	0	0	0	0	0.75	0	164.95	0	38.88	0	0	72900
1994	12	0	36.88	125.2	25.64	7.53	16.59	0	0	0	0	0	36.88	0	88.32	0	38.88	0	0	72900
1995	1	0	52.96	77.76	17.77	2.52	10.14	3.4	0	3.4	0	0	49.56	0	28.2	0	38.88	0	0	72900
1995	2	0	153.64	9.77	6.73	-4.84	0.95	110.75	40.4	5.25	65.1	143.87	0	0	0	0	122.17	0	0	72900
1995	3	0	86.82	9.83	7.27	-5.2	1.03	60.57	21.65	5.25	98.77	76.99	0	19.18	0	0	150.88	1.1	0	72900
1995	4	0	420.86	9.04	5.44	-2.44	1.5	317.25	18.6	5.15	392.27	411.82	0	46.5	0	75.71	150.88	2.7	4.5	72900
1995	5	0	65.94	45.57	14.05	-0.58	6.74	18.39	127.23	9.93	273.5	20.37	45.57	42	0	87.2	150.88	2.5	5.2	72900
1995	6	0	474.82	38.47	8.78	-1.65	3.56	234.45	157.48	9	341.46	436.35	38.47	46.5	0	312.88	150.88	2.7	18.5	72900
1995	7	0	93.12	66.16	12.55	-1.06	5.75	31.2	360.03	12.63	0	26.96	66.16	45	0	310.79	150.88	2.7	18.4	72900
1995	8	0	126.69	122.55	14.86	2.93	8.89	6.05	0	6.05	0	4.14	122.55	0	0	0	148.97	0	0	72900
1995	9	0	68.52	153.5	21.65	6.4	14.02	0	0	0	0	0	153.5	0	0	0	63.99	0	0	72900
1995	10	0	7.9	174.5	28	11.15	19.57	0	0	0	0	0	33.01	0	141.49	0	38.88	0	0	72900
1995	11	0	1.43	161.4	29.41	11	20.2	0	0	0	0	0	1.43	0	159.97	0	38.88	0	0	72900
1995	12	0	0.6	131.9	27.05	8.93	17.99	0	0	0	0	0	0.6	0	131.3	0	38.88	0	0	72900
1996	1	0	0	97.7	22.2	5.05	13.62	0	0	0	0	0	0	0	97.7	0	38.88	0	0	72900
1996	2	0	1.05	58.5	16.94	2.65	9.79	0.06	0	0.06	0	0	0.99	0	57.51	0	38.88	0	0	72900
1996	3	0	187.15	19.37	9.44	-2.46	3.49	93.73	72.99	6.5	14.24	167.78	0	46.5	0	7.91	150.88	2.7	0.5	72900
1996	4	0	241.76	16.18	8.21	-3.26	2.48	142.48	30.69	6.08	119.95	225.58	0	46.5	0	83.47	150.88	2.7	4.9	72900
1996	5	0	352.91	24.2	8.44	-2.01	3.21	186.08	60.73	7.14	238.16	328.71	0	42	0	185.56	150.88	2.5	11	72900
1996	6	0	155.91	51.91	11.28	-1.25	5.01	59.1	221.54	10.76	64.96	104	51.91	46.5	0	219.94	150.88	2.7	13	72900
1996	7	0	161.59	101.21	15.6	1.6	8.6	21.93	69.68	17.22	0	60.38	101.21	45	0	63.13	150.88	2.7	3.7	72900
1996	8	0	54.93	153.2	19.78	5	12.39	0	0	0	0	0	153.2	0	0	0	52.61	0	0	72900
1996	9	0	10.78	175.6	25.23	9.51	17.37	0	0	0	0	0	24.51	0	151.09	0	38.88	0	0	72900
1996	10	0	4.85	188.3	30.32	13.55	21.94	0	0	0	0	0	4.85	0	183.45	0	38.88	0	0	72900
1996	11	0	1.78	167.5	30.39	12.31	21.35	0	0	0	0	0	1.78	0	165.72	0	38.88	0	0	72900
1996	12	0	0.17	125.3	25.62	7.57	16.59	0	0	0	0	0	0.17	0	125.13	0	38.88	0	0	72900
1997	1	0	55.89	86.53	18.75	3.4	11.07	0.36	0	0.36	0	0	55.53	0	31.01	0	38.88	0	0	72900
1997	2	0	246.35	31.62	10.93	-0.49	5.22	86.07	77.97	8.11	0	214.73	31.62	45	0	49.62	150.88	2.7	2.9	72900
1997	3	0	419.19	16.18	7.29	-1.47	2.91	237.83	60.86	6.08	170.88	403.01	0	46.5	0	195.72	150.88	2.7	11.6	72900
1997	4	0	549.23	13.65	7.3	-3.31	1.99	352.52	24.74	5.75	492.91	535.58	0	46.5	0	174.95	150.88	2.7	10.3	72900
1997	5	0	22.75	22.86	9.33	-3.47	2.93	12.39	55.35	6.96	442.99	0	0	42	0	23.71	150.88	2.5	1.4	72900
1997	6	0	5.05	75.94	14.62	0.49	7.55	1.08	333.74	13.91	96.42	0	75.94	46.5	0	215.27	150.88	2.7	12.7	72900
1997	7	0	4.43	94.18	15.02	1.1	8.06	0.76	80.89	16.29	0	0	94.18	0	0	0	141.26	0	0	72900
1997	8	0	3.79	169.4	22.68	6.99	14.84	0	0	0	0	0	106.17	0	63.23	0	38.88	0	0	72900
1997	9	0	17.63	167.5	23.48	8.75	16.12	0	0	0	0	0	17.63	0	149.87	0	38.88	0	0	72900
1997	10	0	9.73	172.5	27.76	10.74	19.25	0	0	0	0	0	9.73	0	162.77	0	38.88	0	0	72900
1997	11	0	1.2	159.2	28.66	10.94	19.8	0	0	0	0	0	1.2	0	158	0	38.88	0	0	72900
1997	12	0	18.38	130.1	25.76	9.44	17.6	0	0	0	0	0	18.38	0	111.72	0	38.88	0	0	72900
1998	1	0	27.22	86.07	19.03	3.26	11.14	0.41	0	0.41	0	0	26.81	0	59.26	0	38.88	0	0	72900
1998	2	0	107.71	33.96	11.41	-0.19	5.61	34.26	25.85	8.41	0	73.75	33.96	0	0	0	104.22	0	0	72900
1998	3	0	134.99	6.56	5.84	-5.11	0.36	106.14	7.63	4.83	93.68	128.43	0	0	0	0	140.7	0	0	72900
1998	4	0	242.98	13.1	7.14	-3.36	1.89	158.75	23.44	5.68	223.31	229.88	0	46.5	0	50.99	150.88	2.7	3	72900
1998	5	0	422.84	2.65	4.09	-4.54	-0.23	393.93	0	4.31	612.93	420.19	0	28.91	0	0	150.88	1.7	0	72900
1998	6	0	177.4	44.11	9.57	-1.3	4.13	78.34	182.66	9.74	498.86	133.29	44.11	46.5	0	191.11	150.88	2.7	11.3	72900
1998	7	0	145.04	55.71	10.78	-1.36	4.71	58.06	346.19	11.26	199.48	89.33	55.71	45	0	332.45	150.88	2.7	19.6	72900
1998	8	0	129.67	92.08	12.49	1.34	6.92	25.12	208.58	16.02	0	37.59	92.08	46.5	0	174.55	150.88	2.7	10.3	72900
1998	9	0	131.89	145.1	19.65	5.99	12.82	0	0	0	0	0	145.1	0	0	0	137.67	0	0	72900
1998	10	0	2.13	177.8	28.75	11.51	20.13	0	0	0	0	0	100.92	0	76.88	0	38.88	0	0	72900
1998	11	0	1.56	165.5	30.35	11.62	20.98	0	0	0	0	0	1.56	0	163.94	0	38.88	0	0	72900
1998	12	0	43.99	123.7	23.76	8.78	16.27	0	0	0	0	0	43.99	0	79.71	0	38.88	0	0	72900
1999	1	0	15.28	77.37	17.59	2.53	10.06	0.98	0	0.98	0	0	14.3	0	63.08	0	38.88	0	0	72900
1999	2	0	83.49	35.03	10.85	0.38	5.62	24.88	16.33	8.55	0	48.46	35.03	0	0	0	78.79	0	0	72900
1999	3	0	75.55	11.31	7.43	-4.32	1.55	50.28	32.52	5.45	12.31	64.24	0	0	0	0	136.58	0	0	72900
1999	4	0	182.29	21.55	8.88	-1.73	3.58	89.86	44.33	6.79	51.05	160.74	21.55	46.5	0	54.41	150.88	2.7	3.2	72900
1999	5	0	114.81	21.5	8.29	-2.76	2.76	65.04	52.23	6.78	57.08	93.31	0	42	0	60	150.88	2.5	3.5	72900
1999	6	0	80.59	42.01	9.5	-1.64	3.93	37.18	84.8	9.47	0	38.58	42.01	46.5	0	39.69	150.88	2.7	2.3	72900
1999	7	0	94.09	55.97	11.32	-1.73	4.79	37.71	26.41	11.29	0	38.12	55.97	26.83	0	0	150.88	1.6	0	72900
1999	8	0	12.01	147.5	18.39	4.73	11.56	0	0	0	0	0	124.01	0	23.49	0	38.88	0	0	72900
1999	9	0	17.61	163.6	23.06	8.01	15.54	0	0	0	0	0	17.61	0	145.99	0	38.88	0	0	72900
1999	10	0	12.48	174.8	27.92	11.35	19.64	0	0	0	0	0	12.48	0	162.32	0	38.88	0	0	72900
1999	11	0	1.64	154	27.49	10.18	18.84	0	0	0	0	0	1.64	0	152.36	0	38.88	0	0	72900
1999	12	0	16.63	133.8	27.34	9.44	18.39	0	0	0	0	0	16.63	0	117.17	0	38.88	0	0	72900
2000	1	0	0.81	101.5	23.38	5.78	14.58	0	0	0	0	0	0.81	0	100.69	0	38.88	0	0	72900
2000	2	0	65.04	50.63	15.07	1.77	8.42	8.46	0	8.46	0	14.41	50.63	0	0	0	44.83	0	0	72900
2000	3	0	4.41	21.56	10.13	-2.2	3.97	2.04	0	2.04	0	0	8.32	0	13.24	0	38.88	0	0	72900
2000	4	0	277.07	19.47	8.24	-1.52	3.36	142.51	41.66	6.52	94.33	257.6	0	46.5	0	17.72	150.88	2.7	1	72900
2000	5	0	366.37	19.4	7.6	-2.8	2.4	221.94	45.34	6.51	264.42	346.97	0	42	0	147.77	150.88	2.5	8.7	72900
2000	6	0	96.27	47.39	10.52	-1.36	4.58	39.38	202.32	10.17	91.31	48.88	47.39	46.5	0	165.32	150.88	2.7	9.8	72900
2000	7	0	72.35	101.28	16.03	2.05	9.04	7.5	81.59	17.22	0	0	101.28	45	0	0.16	150.88	2.7	0	72900
2000	8	0	47.54	150.9	20.22	6.4	13.31	0	0	0	0	0	150.9	0	0	0	47.52	0	0	72900
2000	9	0	20.89	174.2	26.21	10.64	18.43	0	0	0	0	0	29.53	0	144.67	0	38.88	0	0	72900
2000	10	0	1	173.1	27.93	10.03	18.98	0	0	0	0	0	1	0	172.1	0	38.88	0	0	72900
2000	11	0	9.68	159.4	29.14	11.43	20.29	0	0	0	0	0	9.68	0	149.72	0	38.88	0	0	72900
2000	12	0	11.31	123.5	25.34	7.18	16.26	0	0	0	0	0	11.31	0	112.19	0	38.88	0	0	72900
2001	1	0	136.12	86.7	17.63	3.58	10.61	0	0	0	0	49.42	86.7	0	0	0	88.3	0	0	72900
2001	2	0	15.27	20.53	8.87	-2.98	2.94	8.35	1.7	6.65	0	0	0	0	0	0	96.92	0	0	72900
2001	3	0	14.81	24.9	10.81	-0.67	5.07	5.38	0	5.38	0	0	24.9	0	0	0	81.45	0	0	72900
2001	4	0	163.93	8.14	6.13	-5.44	0.34	126.67	4.28	5.03	117.36	155.79	0	0	0	0	122.99	0	0	72900
2001	5	0	198.56	8.37	5.46	-5.12	0.17	161.78	3.21	5.06	270.86	190.19	0	12.11	0	0	150.88	0.7	0	72900
2001	6	0	58.35	52.5	10.77	-0.53	5.12	20.81	226.18	10.84	54.65	5.85	52.5	46.5	0	164.72	150.88	2.7	9.7	72900
2001	7	0	185.51	61.39	11.62	-1.66	4.98	72.08	114.73	12	0	124.12	61.39	45	0	121.77	150.88	2.7	7.2	72900
2001	8	0	1.22	159.3	24.01	7.76	15.89	0	0	0	0	0	113.22	0	46.08	0	38.88	0	0	72900
2001	9	0	0	172.5	26.4	9.37	17.88	0	0	0	0	0	0	0	172.5	0	38.88	0	0	72900
2001	10	0	20.42	174.7	27.74	11.27	19.5	0	0	0	0	0	20.42	0	154.28	0	38.88	0	0	72900
2001	11	0	0	161.4	29.96	12.12	21.04	0	0	0	0	0	0	0	161.4	0	38.88	0	0	72900
2001	12	0	2.27	128.5	27.12	9.62	18.37	0	0	0	0	0	2.27	0	126.23	0	38.88	0	0	72900
2002	1	0	34.04	94.4	22.58	6.17	14.38	0	0	0	0	0	34.04	0	60.36	0	38.88	0	0	72900
2002	2	0	193.45	35.93	11.32	0.46	5.89	54.15	45.48	8.67	0	157.52	35.93	36.85	0	0	150.88	2.2	0	72900
2002	3	0	258.54	3.59	4.55	-4.91	-0.18	229.84	0	4.44	225.41	254.95	0	28.7	0	0	150.88	1.7	0	72900
2002	4	0	88.79	12.03	7.14	-4.18	1.48	60.24	18.35	5.54	261.76	76.76	0	46.5	0	0.4	150.88	2.7	0	72900
2002	5	0	39.41	31.94	11.65	-2	4.83	15.88	91.14	8.15	178.35	7.47	31.94	42	0	40.73	150.88	2.5	2.4	72900
2002	6	0	170.17	41.56	9.53	-1.83	3.85	79.84	170.07	9.41	78.71	128.61	41.56	46.5	0	172.34	150.88	2.7	10.2	72900
2002	7	0	38.28	98.96	14.96	2.06	8.51	4.27	66.06	16.92	0	0	98.96	1.1	0	0	150.88	0.1	0	72900
2002	8	0	34.49	144.6	18.49	4.39	11.44	0	0	0	0	0	144.6	0	0	0	40.77	0	0	72900
2002	9	0	0.72	172.3	25.83	9.81	17.82	0	0	0	0	0	2.61	0	169.69	0	38.88	0	0	72900
2002	10	0	0.68	181.7	30.54	13.25	21.89	0	0	0	0	0	0.68	0	181.02	0	38.88	0	0	72900
2002	11	0	0	157.3	28.48	10.52	19.5	0	0	0	0	0	0	0	157.3	0	38.88	0	0	72900
2002	12	0	0.49	127.1	26.9	8.59	17.74	0	0	0	0	0	0.49	0	126.61	0	38.88	0	0	72900
2003	1	0	7.76	85.01	18.54	3.13	10.83	0.19	0	0.19	0	0	7.57	0	77.44	0	38.88	0	0	72900
2003	2	0	252.85	42.09	13.87	1.01	7.44	48.96	39.48	9.48	0	210.76	42.09	45	0	44.28	150.88	2.7	2.6	72900
2003	3	0	210.44	9.52	6.14	-3.4	1.37	152.21	28.65	5.21	118.34	200.92	0	46.5	0	40.39	150.88	2.7	2.4	72900
2003	4	0	10.85	27.64	11.56	-0.89	5.33	3.83	66.15	7.59	48.43	0	27.64	45.53	0	0	150.88	2.7	0	72900
2003	5	0	118.88	23.98	8.49	-2.06	3.21	62.65	60.73	7.11	43.24	94.9	0	42	0	74.96	150.88	2.5	4.4	72900
2003	6	0	128.34	51.97	10.89	-0.7	5.1	46.51	78.98	10.77	0	76.37	51.97	46.5	0	62.34	150.88	2.7	3.7	72900
2003	7	0	180.5	62.62	10.35	-0.6	4.88	67.58	55.42	12.16	0	117.88	62.62	45	0	60.72	150.88	2.7	3.6	72900
2003	8	0	82.96	146.3	18.41	5.46	11.94	0	0	0	0	0	146.3	0	0	0	87.54	0	0	72900
2003	9	0	0.04	172	25.41	10.04	17.73	0	0	0	0	0	48.7	0	123.3	0	38.88	0	0	72900
2003	10	0	15.31	182.8	30.35	14.21	22.28	0	0	0	0	0	15.31	0	167.49	0	38.88	0	0	72900
2003	11	0	13.78	161.1	28.25	13.66	20.95	0	0	0	0	0	13.78	0	147.32	0	38.88	0	0	72900
2003	12	0	9.68	131.8	28.56	11.04	19.8	0	0	0	0	0	9.68	0	122.12	0	38.88	0	0	72900
2004	1	0	6.06	96.8	23.71	7.45	15.58	0	0	0	0	0	6.06	0	90.74	0	38.88	0	0	72900
2004	2	0	70.91	22.32	8.26	-1.55	3.35	36.5	29.61	6.89	0	48.59	0	0	0	0	102.9	0	0	72900
2004	3	0	283.85	12.15	6.53	-2.3	2.12	186.45	44.23	5.56	136.66	271.7	0	46.5	0	47.16	150.88	2.7	2.8	72900
2004	4	0	111.13	13.04	6.95	-3.1	1.93	72.98	23.87	5.67	180.1	98.09	0	46.5	0	15.52	150.88	2.7	0.9	72900
2004	5	0	196.13	10.26	5.88	-4.77	0.56	152.3	10.48	5.31	316.61	185.87	0	42	0	12.31	150.88	2.5	0.7	72900
2004	6	0	34.06	79.54	14.91	2	8.46	3.96	306.19	14.38	0	0	79.54	46.5	0	210.25	150.88	2.7	12.4	72900
2004	7	0	23.1	108.77	16.1	2.86	9.48	1.12	0	1.12	0	0	108.77	0	0	0	64.09	0	0	72900
2004	8	0	5.3	148.9	20.13	5.29	12.71	0	0	0	0	0	30.51	0	118.39	0	38.88	0	0	72900
2004	9	0	0	171.6	25.16	10.02	17.59	0	0	0	0	0	0	0	171.6	0	38.88	0	0	72900
2004	10	0	4.98	178.9	29.21	12.6	20.91	0	0	0	0	0	4.98	0	173.92	0	38.88	0	0	72900
2004	11	0	0	160.5	29.24	12.16	20.7	0	0	0	0	0	0	0	160.5	0	38.88	0	0	72900
2004	12	0	2.89	125	25.65	8.13	16.89	0	0	0	0	0	2.89	0	122.11	0	38.88	0	0	72900
2005	1	0	173.83	85.7	16.82	3.51	10.16	0	0	0	0	88.13	85.7	0	0	0	127.01	0	0	72900
2005	2	0	55.44	29.41	9.89	-0.54	4.68	21.47	13.66	7.82	0	26.03	29.41	0	0	0	145.23	0	0	72900
2005	3	0	125.9	14.99	7.4	-1.99	2.71	73.61	56.57	5.93	11.11	110.91	0	46.5	0	56.71	150.88	2.7	3.4	72900
2005	4	0	315.83	8.92	5.45	-2.7	1.38	240.26	17.05	5.14	229.19	306.91	0	46.5	0	46.12	150.88	2.7	2.7	72900
2005	5	0	101.55	22.33	7.42	-1.41	3	56.47	56.76	6.89	222	79.22	0	42	0	59.85	150.88	2.5	3.5	72900
2005	6	0	265.7	53.05	10.4	-0.2	5.1	92.74	225.29	10.91	78.54	212.65	53.05	46.5	0	298.7	150.88	2.7	17.7	72900
2005	7	0	74.4	78.24	12.56	0.39	6.48	19.01	83.34	14.21	0	0	78.24	45	0	15.49	150.88	2.7	0.9	72900
2005	8	0	113.63	144.3	17.67	5.06	11.37	0	0	0	0	0	144.3	0	0	0	120.21	0	0	72900
2005	9	0	2.81	161.3	21.59	7.35	14.47	0	0	0	0	0	84.14	0	77.16	0	38.88	0	0	72900
2005	10	0	0.21	185.4	31.1	15.29	23.2	0	0	0	0	0	0.21	0	185.19	0	38.88	0	0	72900
2005	11	0	8.59	163.2	29.66	13.86	21.76	0	0	0	0	0	8.59	0	154.61	0	38.88	0	0	72900
2005	12	0	14.44	120.6	23.58	6.56	15.07	0	0	0	0	0	14.44	0	106.16	0	38.88	0	0	72900
2006	1	0	12.65	88.5	18.9	4.03	11.46	0	0	0	0	0	12.65	0	75.85	0	38.88	0	0	72900
2006	2	0	21.93	48.63	14.01	2.47	8.24	1.96	0	1.96	0	0	19.97	0	28.66	0	38.88	0	0	72900
2006	3	0	284.16	23.78	8.35	0.54	4.45	107.7	92.96	7.08	7.65	260.38	23.78	46.5	0	87.14	150.88	2.7	5.2	72900
2006	4	0	291.9	12.72	6.89	-3.21	1.84	193.93	22.82	5.63	173.13	279.18	0	46.5	0	74.29	150.88	2.7	4.4	72900
2006	5	0	130.49	26.04	9.58	-2.4	3.59	64.26	67.82	7.37	162.2	104.45	26.04	42	0	66.01	150.88	2.5	3.9	72900
2006	6	0	308.3	10.34	4.98	-4.77	0.11	261.5	4.64	5.32	413.74	297.96	0	46.5	0	4.94	150.88	2.7	0.3	72900
2006	7	0	292.45	81.12	11.2	1.29	6.24	65.22	459.01	14.59	5.37	211.33	81.12	45	0	560.12	150.88	2.7	33.1	72900
2006	8	0	27.26	149.4	19.88	5.81	12.84	0	0	5.37	0	0	139.26	0	10.14	0	38.88	0	0	72900
2006	9	0	1.62	173.7	26.18	10.33	18.25	0	0	0	0	0	1.62	0	172.08	0	38.88	0	0	72900
2006	10	0	12.56	183.6	30.48	14.63	22.55	0	0	0	0	0	12.56	0	171.04	0	38.88	0	0	72900
2006	11	0	0.85	157.6	28.33	10.93	19.63	0	0	0	0	0	0.85	0	156.75	0	38.88	0	0	72900
2006	12	0	1.73	126.4	26.15	8.79	17.47	0	0	0	0	0	1.73	0	124.67	0	38.88	0	0	72900
2007	1	0	22.57	85.12	18.05	3.23	10.64	0.41	0	0.41	0	0	22.16	0	62.96	0	38.88	0	0	72900
2007	2	0	23.57	40.43	12.96	0.91	6.94	5.07	0	5.07	0	0	18.5	0	21.93	0	38.88	0	0	72900
2007	3	0	123.43	12.04	7.24	-3.63	1.81	80.96	37.75	5.54	37.67	111.39	0	0	0	0	119.1	0	0	72900
2007	4	0	50.49	7.77	6.02	-5.53	0.24	39.47	3.04	4.98	69.12	42.72	0	0	0	0	133.15	0	0	72900
2007	5	0	186.14	21.68	8.04	-2.41	2.81	105.27	53.18	6.8	114.41	164.46	0	42	0	74.31	150.88	2.5	4.4	72900
2007	6	0	58.96	65.58	13.69	0.28	6.98	14.16	116.02	12.55	0	0	65.58	46.5	0	48.74	150.88	2.7	2.9	72900
2007	7	0	73.87	98.3	14.59	2.09	8.34	8.33	0	8.33	0	0	98.3	0	0	0	118.12	0	0	72900
2007	8	0	6.91	151.2	20.39	6.38	13.38	0	0	0	0	0	86.15	0	65.05	0	38.88	0	0	72900
2007	9	0	0	171.2	24.48	10.48	17.48	0	0	0	0	0	0	0	171.2	0	38.88	0	0	72900
2007	10	0	0	179.8	29.42	13.05	21.23	0	0	0	0	0	0	0	179.8	0	38.88	0	0	72900
2007	11	0	3.42	162.2	29.89	12.81	21.35	0	0	0	0	0	3.42	0	158.78	0	38.88	0	0	72900
2007	12	0	23.15	122.9	23.84	8.16	16	0	0	0	0	0	23.15	0	99.75	0	38.88	0	0	72900
2008	1	0	22.74	87.5	18.44	3.6	11.02	0	0	0	0	0	22.74	0	64.76	0	38.88	0	0	72900
2008	2	0	18.07	48.36	15.17	2.14	8.65	1.89	0	1.89	0	0	16.18	0	32.18	0	38.88	0	0	72900
2008	3	0	166.86	6.44	5.63	-5.22	0.21	134.1	4.29	4.81	125.01	160.42	0	0	0	0	75.92	0	0	72900
2008	4	0	323.79	5.74	4.92	-3.99	0.46	272.19	5.77	4.72	386.71	318.05	0	0	0	0	133.29	0	0	72900
2008	5	0	221.77	22.03	8.44	-2.77	2.83	124.04	53.55	6.85	450.35	199.74	0	42	0	91.69	150.88	2.5	5.4	72900
2008	6	0	36.15	52.92	11.28	-0.76	5.26	12.79	232.36	10.89	219.89	0	52.92	46.5	0	156.3	150.88	2.7	9.2	72900
2008	7	0	0.16	90.99	14.87	1.15	8.01	0.03	204.04	15.88	0	0	90.99	45	0	68.18	150.88	2.7	4	72900
2008	8	0	30.56	147.6	18.47	6.19	12.33	0	0	0	0	0	142.56	0	5.04	0	38.88	0	0	72900
2008	9	0	0	171.7	26	9.28	17.64	0	0	0	0	0	0	0	171.7	0	38.88	0	0	72900
2008	10	0	15.3	180.1	29.23	13.45	21.34	0	0	0	0	0	15.3	0	164.8	0	38.88	0	0	72900
2008	11	0	0.06	162.2	29.71	12.99	21.35	0	0	0	0	0	0.06	0	162.14	0	38.88	0	0	72900
2008	12	0	7.52	128.8	27.2	9.74	18.47	0	0	0	0	0	7.52	0	121.28	0	38.88	0	0	72900
2009	1	0	32.4	91	20.56	4.83	12.7	0	0	0	0	0	32.4	0	58.6	0	38.88	0	0	72900
2009	2	0	103.56	46.88	13.01	2.34	7.67	11.26	1.15	10.1	0	56.68	46.88	0	0	0	85.45	0	0	72900
2009	3	0	148.03	11.66	6.34	-2.26	2.04	99.15	42.66	5.49	50.99	136.37	0	26.12	0	0	150.88	1.5	0	72900
2009	4	0	127.95	28.06	11.15	-0.49	5.33	43.86	66.09	7.64	21.12	99.89	28.06	46.5	0	75.62	150.88	2.7	4.5	72900
2009	5	0	206.46	14.27	6.77	-4.07	1.35	144.18	25.5	5.83	133.96	192.19	0	42	0	45.78	150.88	2.5	2.7	72900
2009	6	0	78.13	40.54	9.68	-2.21	3.73	37.52	162.21	9.27	0	37.59	40.54	46.5	0	115.77	150.88	2.7	6.8	72900
2009	7	0	36.75	88.28	14.02	1.09	7.55	6.85	0	6.85	0	0	88.28	0	0	0	92.5	0	0	72900
2009	8	0	50.29	157.5	22.75	7.92	15.34	0	0	0	0	0	103.91	0	53.59	0	38.88	0	0	72900
2009	9	0	26.86	163.4	21.79	8.4	15.09	0	0	0	0	0	26.86	0	136.54	0	38.88	0	0	72900
2009	10	0	0.38	181.2	30.78	12.62	21.7	0	0	0	0	0	0.38	0	180.82	0	38.88	0	0	72900
2009	11	0	7.11	158.5	28.91	11.02	19.96	0	0	0	0	0	7.11	0	151.39	0	38.88	0	0	72900
2009	12	0	0.88	130.5	28.11	10.39	19.25	0	0	0	0	0	0.88	0	129.62	0	38.88	0	0	72900
2010	1	0	166.98	84.66	17.36	3.28	10.32	2.61	0	2.61	0	82.32	84.66	0	0	0	118.59	0	0	72900
2010	2	0	11.05	38.51	12.75	0.5	6.62	2.71	0	2.71	0	0	38.51	0	0	0	88.42	0	0	72900
2010	3	0	213.97	6.91	5.54	-4.32	0.61	169.7	12.76	4.87	152.07	207.06	0	0	0	0	145.45	0	0	72900
2010	4	0	194.72	13.22	6.96	-2.91	2.02	126.46	25.11	5.7	247.72	181.5	0	46.5	0	41.44	150.88	2.7	2.4	72900
2010	5	0	182.68	18.4	7.1	-2.37	2.36	113.23	44.68	6.38	309.9	164.28	0	42	0	72.12	150.88	2.5	4.3	72900
2010	6	0	119.99	40.65	9.66	-2.1	3.78	57.14	166.98	9.29	190.77	79.34	40.65	46.5	0	142.69	150.88	2.7	8.4	72900
2010	7	0	247.17	58	10.66	-1.61	4.53	102.94	282.15	11.56	0	189.17	58	45	0	323.38	150.88	2.7	19.1	72900
2010	8	0	39.34	116.17	14.44	1.83	8.13	5.21	0	5.21	0	0	116.17	0	0	0	68.84	0	0	72900
2010	9	0	0	165.8	23.58	7.75	15.66	0	0	0	0	0	29.96	0	135.84	0	38.88	0	0	72900
2010	10	0	4	178.5	29.08	12.28	20.68	0	0	0	0	0	4	0	174.5	0	38.88	0	0	72900
2010	11	0	0.08	157.6	27.59	11.33	19.46	0	0	0	0	0	0.08	0	157.52	0	38.88	0	0	72900
2010	12	0	0.47	125.9	26.01	7.72	16.87	0	0	0	0	0	0.47	0	125.43	0	38.88	0	0	72900
2011	1	0	85.43	89.5	17.11	6.57	11.84	0	0	0	0	0	85.43	0	4.07	0	38.88	0	0	72900
2011	2	0	149.71	25.79	9.32	-1.24	4.04	67.2	59.86	7.34	0	123.92	25.79	4.57	0	0	150.88	0.3	0	72900
2011	3	0	559.57	13.13	6.4	-1.44	2.48	352.59	51.87	5.69	295.03	546.44	0	46.5	0	212.35	150.88	2.7	12.6	72900
2011	4	0	77.77	26.43	10.23	-0.39	4.92	28.49	61.01	7.43	255.08	51.34	26.43	46.5	0	37.37	150.88	2.7	2.2	72900
2011	5	0	137.18	19.22	7.77	-2.98	2.39	82.69	45.24	6.48	286.05	117.96	0	42	0	57.73	150.88	2.5	3.4	72900
2011	6	0	286.53	46.23	9.38	-0.68	4.35	119.06	192.16	10.02	202.93	240.3	46.23	46.5	0	266.9	150.88	2.7	15.8	72900
